分类,测试类型,标准问题,测试问题,关键词,是否成功,ID匹配,关键词匹配,关键词命中率,最高相似度,匹配问题1,匹配问题2,答案摘要
条款解释,相似问题,什么是商业保险？,商业保险和社保有什么区别？,"商业保险,商业险,非社保",成功,是,否,33%,0.808,什么是商业保险？,什么是社会基本医疗保险,商业保险是指通过订立保险合同运营，以营利为目的的保险形式，由专门的保险企业经营。 您好，社会基本医疗
条款解释,相似问题,什么是既往症？既往症包括哪些疾病？,既往症具体指哪些情况？,"既往症,老毛病,已有疾病",成功,是,否,33%,0.760,什么是既往症？既往症包括哪些疾病？,怎么判断既往症？,既往症是指参保人在产品生效前已患下列六种疾病或已存在患上述疾病的病前症状，并因此疾病或其并发症导致在
条款解释,相似问题,南京门诊大病指哪些病？,南京门诊大病包括哪些病？,"南京门诊大病,病种范围,特殊病种",成功,是,否,0%,0.853,南京门诊大病指哪些病？,什么是门诊大病？,目前：南京居民医保门诊特殊（门诊大病）病种共17种：
①恶性肿瘤 ②器官移植(含造血干细胞)术 ③后
条款解释,相似问题,什么是门诊大病？,门诊大病是什么意思？,"门诊大病,特殊疾病门诊,门特",成功,是,是,100%,0.804,什么是门诊大病？,门特和门诊大病是什么？怎么办理？,根据南京市特殊疾病门诊医疗制度（简称门诊大病制度），参加南京市基本医疗保险的居民，如果患有特定的严重
特药保障,相似问题,阿来替尼是特药吗,阿来替尼属于特药吗？,"阿来替尼,特药,特效药",成功,是,否,0%,0.777,阿来替尼是特药吗,那个医保外报销的指的就是特药报销？,26年：免赔额是年度内累计的（基础版99）①责任一 医保范围内个人自付：免赔额 1.5万， 1.5万
特药保障,相似问题,那个医保外报销的指的就是特药报销？,医保范围外的药能报销吗？,"医保外,特药,药品报销",成功,是,否,33%,0.884,那个医保外报销的指的就是特药报销？,进口药、自费药可以报销吗,升级版：责任一：医保范围内医疗保障100万元 免赔额：1.45至2万元之间 非既往症人群50%，既往
特药保障,相似问题,如果是不在医保内的药品，就没有包括在责任二里面？,医保范围外的药有没有报销？,"医保外药品,责任二,不包含",失败,否,否,33%,0.874,那个医保外报销的指的就是特药报销？,进口药、自费药可以报销吗,升级版：责任一：医保范围内医疗保障100万元 免赔额：1.45至2万元之间 非既往症人群50%，既往
特药保障,相似问题,能帮我查下格列卫在特药范围内吗？,格列卫在你们的特药保障里吗？,"格列卫,特药,药品范围",成功,是,否,0%,0.833,能帮我查下格列卫在特药范围内吗？,那个医保外报销的指的就是特药报销？,既往症：参保人在产品生效前如已患下列列明的六种疾病或已存在患下列列明的六种疾病的病前症状，并因此疾病
特药保障,相似问题,老人已经去世了，还有药品的报销。这怎么操作？没办法委托,被保险人过世了，还能不能报药费？,"去世,报销,药品",成功,是,否,33%,0.823,老人已经去世了，还有药品的报销。这怎么操作？没办法委托,进口药、自费药可以报销吗,⒈申请人与被保险人身份证正反面、⒉被保险人医保卡（非江苏省内医保/非芜马滁宣医保的须提供投保时满一年
理赔材料,相似问题,报销需要哪些材料？,申请理赔要准备哪些东西？,"报销材料,理赔资料,所需文件",失败,否,否,0%,0.816,理赔需要哪些资料？,理赔只需要银行卡号就可以吗？还需要什么？,您好，您可以关注【南京市宁惠保】微信公众号了解理赔所需资料，具体路径为：公众号--【理赔专区】--【
理赔材料,相似问题,理赔申请需要哪些材料？,申请理赔要准备什么文件？,"理赔材料,所需资料,住院发票",成功,否,是,100%,0.827,理赔需要哪些资料？,理赔只需要银行卡号就可以吗？还需要什么？,您好，您可以关注【南京市宁惠保】微信公众号了解理赔所需资料，具体路径为：公众号--【理赔专区】--【
理赔材料,相似问题,理赔需要哪些资料？,申请理赔需要准备哪些东西？,"理赔材料,所需资料,报销文件",成功,是,是,67%,0.815,理赔需要哪些资料？,理赔只需要银行卡号就可以吗？还需要什么？,您好，您可以关注【南京市宁惠保】微信公众号了解理赔所需资料，具体路径为：公众号--【理赔专区】--【
理赔材料,相似问题,特药直送需要什么材料？,还没买特药，想申请直送需要哪些材料？,"特药直送,购药前,所需材料",成功,是,否,33%,0.851,特药直送需要什么材料？,特药事后理赔需要什么材料？,您好，申请特药直送（您还未购药，通过特药直送仅需支付剩余费用）需要准备：1.被保险人身份证正反面；2
理赔材料,相似问题,理赔需要提供哪些资料？,我要怎么准备理赔所需的资料？,"理赔资料,申请材料,报销所需",失败,否,否,0%,0.818,理赔需要哪些资料？,理赔只需要银行卡号就可以吗？还需要什么？,您好，您可以关注【南京市宁惠保】微信公众号了解理赔所需资料，具体路径为：公众号--【理赔专区】--【
理赔材料,相似问题,异地就医需要提供哪些材料？,异地看病需要准备哪些文件？,"异地就医材料,所需资料,医保结算单",成功,是,否,33%,0.807,异地就医需要提供哪些材料？,住院材料需要哪些？,异地就医需提供医保结算单，该单据由参保地医保中心出具，金额更准确。如无法提供，可按现有材料理算（南京
理赔材料,相似问题,住院材料需要哪些？,住院报销需要提供哪些文件？,"住院,所需材料,出院记录",成功,否,是,100%,0.866,住院报销需要哪些材料？,住院材料需要哪些？,住院报销所需材料包括：住院发票、出院小结或出院记录、住院费用明细清单（需左上角标注‘南京市’，名称为
理赔材料,相似问题,理赔只需要银行卡号就可以吗？还需要什么？,申请赔款需要哪些资料？,"理赔材料,银行卡号,身份证",成功,否,是,100%,0.774,理赔需要哪些资料？,理赔只需要银行卡号就可以吗？还需要什么？,您好，您可以关注【南京市宁惠保】微信公众号了解理赔所需资料，具体路径为：公众号--【理赔专区】--【
理赔材料,相似问题,没出院就办了直赔，再直赔后出院之前又产生费用呢,没出医院就用了直赔，之后又花了钱怎么办？,"直赔,未出院,后续费用",成功,是,否,33%,0.868,没出院就办了直赔，再直赔后出院之前又产生费用呢,今年还支持直赔吗？直赔医院有哪些？,您好，本产品赔付比例为：基础保障版（99元版本）①责任一：免赔额1.5至2万元之间赔付20%；2万元
理赔材料,相似问题,特药事后理赔需要什么材料？,买了特药后要理赔需要准备哪些资料？,"特药,事后理赔,材料清单",成功,是,是,67%,0.877,特药事后理赔需要什么材料？,特药理赔怎么申请？,您好，特药事后理赔（您已完成购药）需要准备以下材料：1.被保险人身份证正反面；2.病历诊断报告；3.
理赔流程,相似问题,有理赔次数限制吗？,这个保险最多能赔多少次？,"理赔次数限制,赔付次数,报销次数",成功,是,否,0%,0.783,有理赔次数限制吗？,这款产品保额是多少？,您好，理赔次数没有限制，但保障期间内，各项保障责任赔付金额以保额为限。 您好，这款产品保额分别为：

理赔流程,相似问题,什么是直赔和快赔？有什么区别？,宁惠保可以直接在医院赔吗？,"直赔,快赔,理赔方式",成功,是,是,67%,0.853,什么是直赔和快赔？有什么区别？,直赔登记怎么登记,①直赔：南京医保参保人在42家直赔医院就诊，出院时宁惠保即给予赔付，无需提交理赔申请和材料，出院即赔
理赔流程,相似问题,今年还支持直赔吗？直赔医院有哪些？,今年还能直接赔付吗？哪些医院支持？,"直赔,直赔医院,免赔额",成功,是,是,100%,0.893,今年还支持直赔吗？直赔医院有哪些？,什么是直赔和快赔？有什么区别？,南京医保参保人在以下42家直赔医院就诊，在南京宁惠保公众号提前通过直赔登记，就可以享受直赔服务：直联
理赔流程,相似问题,医院等级在哪里查看？,怎么查这家医院是什么级别的？,"医院等级查询,医疗机构等级,医院级别",成功,是,否,0%,0.801,医院等级在哪里查看？,哪里可以查询医保定点医院？,您好，您可以通过全国医疗机构查询系统确认医院等级，具体网址为：http://www.gov.cn/f
理赔流程,相似问题,传统理赔需要提交哪些材料？,传统理赔要准备什么材料？,"理赔材料,住院发票,理赔申请",成功,是,否,33%,0.825,传统理赔需要提交哪些材料？,理赔只需要银行卡号就可以吗？还需要什么？,传统理赔需要提交的材料包括：住院发票、出院小结或出院记录、住院费用明细清单（左上角需标注‘南京市’，
理赔流程,相似问题,住院手术需要装起搏器，怎么申请理赔？,装心脏起搏器怎么报销？,"起搏器,住院理赔,直赔登记",成功,是,否,33%,0.787,住院手术需要装起搏器，怎么申请理赔？,那我刚才看你们的宣传说门诊看的也可以报，那是什么东西,您好，住院前可进行直赔登记。适用人群：南京基本医疗保险参保人员，一年申请一次即可（或在办理出院费用结
理赔流程,相似问题,你告诉我达到多少费用就可以理赔吧？,达到多少钱才能开始理赔？,"理赔起付线,免赔额标准",成功,是,否,0%,0.862,你告诉我达到多少费用就可以理赔吧？,理赔门槛是多少？超过多少费用可以申请理赔？,26年：免赔额是年度内累计的 （基础版99） ①责任一 医保范围内个人自付：免赔额 1.5万， 1.
理赔流程,相似问题,出院后。理赔是这样吗？,出院之后怎么申请理赔？,"出院后理赔,理赔流程,申请方式",成功,是,否,33%,0.864,出院后。理赔是这样吗？,没出院就办了直赔，再直赔后出院之前又产生费用呢,理赔申请方式：方式一：住院前可进行直赔登记：适用人群，南京基本医疗保险参保人员，一年申请一次即可（或
理赔流程,相似问题,医保报销后个人自付和自费费用如何赔付？,医保报销完还能报这部分钱吗？,"医保报销后,个人自付,自费费用",成功,是,是,67%,0.795,医保报销后个人自付和自费费用如何赔付？,理赔原件可以退还吗,住院/门特/门诊大病，经过医保报销后，您个人支付的费用，医保局会划分成2部分：医保范围内个人自付和医
理赔流程,相似问题,医保结算单是什么？,医保结算单是啥？,"医保结算单,医保单据,自付金额",成功,是,否,33%,0.862,医保结算单是什么？,异地就医结算单是什么？,医保结算单是指由医保参保地出具的包含个人自付（或先行自付、乙类自理）和个人自费（或丙类自理、超限价）
理赔流程,相似问题,南京宁惠保线下理赔地址在哪里？,南京宁惠保哪里可以现场申请赔款？,"南京宁惠保,理赔地址,线下办理",成功,是,是,67%,0.867,南京宁惠保线下理赔地址在哪里？,如何进行线下理赔？,南京宁惠保线下理赔地址为南京市秦淮区长白街346号，人保财险城南分公司宁惠保5号窗口。工作时间：工作
理赔流程,相似问题,参保地变更能赔付吗？,换了城市参保会影响理赔吗？,"变更参保地,赔付,医保中断",成功,是,否,0%,0.820,参保地变更能赔付吗？,什么是等待期,您好，被保险人首次参加基本医疗保险，或在本产品保障期间内中断医保参保缴费或欠缴费，本产品仅承担在医保
理赔流程,相似问题,可以为他人进行理赔报案吗？,我可以帮家人办理理赔吗？,"他人理赔,代报案,理赔代办",成功,是,否,0%,0.820,可以为他人进行理赔报案吗？,如何实现家庭参保共享免赔额，理赔时如何认定为一个家庭？,您好：可以为其他已参保南京宁惠保六期的被保险人进行理赔报案 家庭参保共享免赔额是指同一家庭成员共同参
理赔流程,相似问题,在哪里查询理赔须知？,理赔需要什么资料？,"理赔须知,报销说明,申请赔款",失败,否,否,33%,0.840,理赔需要哪些资料？,理赔只需要银行卡号就可以吗？还需要什么？,您好，您可以关注【南京市宁惠保】微信公众号了解理赔所需资料，具体路径为：公众号--【理赔专区】--【
理赔流程,相似问题,如何办理宁惠保理赔？,怎么申请宁惠保的赔款？,"理赔流程,报销材料,住院发票",成功,是,否,33%,0.818,如何办理宁惠保理赔？,如何申请理赔？理赔流程是什么？,宁惠保理赔可以一次性报理赔，也可以分开理赔，只要符合理赔范围即可。需要提供住院发票、出院小结或出院记
理赔流程,相似问题,如何查询理赔进度？,我的理赔申请处理到哪一步了？,"理赔进度,查询状态,报销进展",成功,是,否,33%,0.794,如何查询理赔进度？,提交理赔后多久能审核完？,您好，您可以通过以下方式查询理赔进度：
① 关注【南京宁惠保】微信公众号，点击【我的服务】-【理赔进
理赔流程,相似问题,如何申请宁惠保理赔？,宁惠保六期什么时候能申请理赔？,"宁惠保理赔,申请,时间",成功,否,是,67%,0.902,宁惠保六期理赔时间是什么时候？,如何申请宁惠保理赔？,宁惠保六期理赔需等待26年理赔通道开启后申请。12月31日前投保的，2月10日可理赔；12月31日后
理赔流程,相似问题,如何申请理赔？理赔流程是什么？,宁惠保理赔有几种方式？分别怎么操作？,"理赔,流程,方式",成功,是,是,100%,0.863,如何申请理赔？理赔流程是什么？,理赔申请的渠道有哪些,除了直赔，“南京宁惠保”还有快赔和传统理赔两种方式。这两种理赔方式需要在“南京宁惠保”公众号【理赔专
理赔流程,相似问题,如何进行南京宁惠保的理赔操作？,怎么申请南京宁惠保的理赔？,"理赔,报销,申请赔款",成功,是,否,33%,0.872,如何进行南京宁惠保的理赔操作？,如何申请南京宁惠保医疗理赔？,理赔流程如下：1.通过『我的南京』APP，进入『我的』-『南京宁惠保』-『南京宁惠保医疗及附加险理赔
理赔流程,相似问题,如何进行理赔？,南京宁惠保怎么进行理赔？,"理赔,操作,流程",成功,是,是,67%,0.873,如何进行理赔？,如何进行南京宁惠保的理赔操作？,理赔流程如下：1.通过『我的南京』APP，进入『我的』-『南京宁惠保』；2.或通过南京宁惠保微信公众
理赔流程,相似问题,如何进行理赔申请？,我该怎么申请南京宁惠保的理赔？,"理赔申请,怎么申请,南京宁惠保",成功,否,是,67%,0.867,如何进行南京宁惠保的理赔操作？,如何进行理赔申请？,理赔流程如下：1.通过『我的南京』APP，进入『我的』-『南京宁惠保』-『南京宁惠保医疗及附加险理赔
理赔流程,相似问题,如何进行线下理赔？,南京宁惠保能去线下申请理赔吗？,"线下理赔,现场办理,材料",成功,否,是,67%,0.886,南京宁惠保线下理赔地址在哪里？,如何进行线下理赔？,南京宁惠保线下理赔地址为南京市秦淮区长白街346号，人保财险城南分公司宁惠保5号窗口。工作时间：工作
理赔流程,相似问题,宁惠保六期理赔时间是什么时候？,什么时候可以开始申请理赔？,"理赔时间,通道开启,申请时间",成功,是,否,33%,0.779,宁惠保六期理赔时间是什么时候？,你告诉我达到多少费用就可以理赔吧？,宁惠保六期理赔需等待26年理赔通道开启后申请。12月31日前投保的，2月10日可理赔；12月31日后
理赔流程,相似问题,宁惠保的理赔条件是什么？,宁惠保什么情况可以申请理赔？,"宁惠保,理赔条件,报销条件",成功,是,否,33%,0.842,宁惠保的理赔条件是什么？,什么情况下可以申请宁惠保理赔？,宁惠保的理赔范围包括住院和门特、门诊大病类型的门诊费用，经医保结算之后，剩余的费用按不同责任理赔，超
理赔流程,相似问题,异地就医包括哪些人员？,哪些人可以算作异地就医人员？,"异地就医,人员范围,异地安置",成功,是,是,67%,0.839,异地就医包括哪些人员？,异地就医是否可以理赔？,您好，异地就医人员包括：①异地安置退休人员，即退休后在异地定居并且户籍迁入定居地的人员；②异地长期居
理赔流程,相似问题,异地就医是否可以理赔？,在外地看病可以申请赔付吗？,"异地就医,理赔,报销",成功,是,是,100%,0.813,异地就医是否可以理赔？,进口药、自费药可以报销吗,您好，在外地/异地医保定点医院就医是可以申请理赔的，具体理赔情况如下：
①常住（驻）人员在备案地医保
理赔流程,相似问题,异地就医结算单是什么？,异地就医后需要开什么单子？,"异地就医结算单,结算单据,医保结算",成功,是,是,67%,0.813,异地就医结算单是什么？,异地就医需要提供哪些材料？,异地就医住院费用结算单是指在异地就医的情况下，参保地医保中心开出的结算单据。该单据包含了医疗费用的明
理赔流程,相似问题,身份证件过期后可以申请理赔吗,身份证过期了还能不能报销？,"理赔,证件过期,申请",成功,是,是,100%,0.856,身份证件过期后可以申请理赔吗,这款产品可以重复报销吗？,您好，若您的有效证件过期的，为了保护您的权益，暂时不可以申请理赔。我们建议 您可以先更换有效证件后再
理赔流程,相似问题,怎么办理异地就医备案手续？,我要去外地看病，怎么提前备案？,"异地就医备案,异地就医手续,备案方式",成功,是,否,33%,0.819,怎么办理异地就医备案手续？,异地就医是否可以理赔？,您好，可通过以下方式办理异地就医备案手续：
①参保单位可以通过南京市人力资源和社会保障网站，登录后为
理赔流程,相似问题,想请问下理赔的金额？,理赔最多能赔多少钱？,"理赔金额,赔付比例,报销多少",失败,否,否,33%,0.778,你告诉我达到多少费用就可以理赔吧？,想请问下理赔的金额？,26年：免赔额是年度内累计的 （基础版99） ①责任一 医保范围内个人自付：免赔额 1.5万， 1.
理赔流程,相似问题,我理赔资料填写不符吗,我的理赔资料填错了怎么办？,"理赔资料不符,材料错误,填写错误",成功,是,否,0%,0.873,我理赔资料填写不符吗,保单号可以空着吗,24年：免赔额是年度内累计的（基础版99） ①责任一 医保范围内个人自付：免赔额 1.8万， 1.8
理赔流程,相似问题,指定医院有哪些？,哪些医院可以用这个保险？,"指定医院,定点医疗机构,可就诊医院",成功,是,否,33%,0.766,指定医院有哪些？,这款产品保障范围是什么？,您好，本产品指定医院如下：
①社会保险定点医院
②质子重离子医疗费用的指定医院是上海质子重离子医院 
理赔流程,相似问题,提交理赔后多久能审核完？,提交理赔后要等多久？,"理赔时间,审核周期,处理时长",成功,是,否,0%,0.834,提交理赔后多久能审核完？,理赔审核需要多长时间？,您好，理赔审核时间如下：
① 一般案件：5-10个工作日
② 复杂案件：可能需要15-20个工作日

理赔流程,相似问题,2026年的理赔在快速理赔里查不到怎么办？,为什么2026年的理赔在快速理赔里查不到？,"理赔,查询不到,快速理赔",成功,是,是,100%,0.867,2026年的理赔在快速理赔里查不到怎么办？,那个直赔怎么没有报销,您好，快速理赔功能仅支持查询当年已审核通过的理赔记录。如查询不到2026年理赔：
① 确认理赔申请是
理赔流程,相似问题,没有到医保报销可以直接申请理赔吗？,没有走医保可以直接找保险公司理赔吗？,"医保报销,直接理赔,未经医保",成功,是,否,33%,0.876,没有到医保报销可以直接申请理赔吗？,出院后。理赔是这样吗？,您好，本产品不接受用户未经医保的报销后直接向保司申请理赔，参保人享受医保待遇，但未使用基本医疗保险报
理赔流程,相似问题,特药理赔怎么申请？,怎么申请特药的理赔？,"特药,理赔流程,申请方式",成功,是,否,33%,0.852,特药理赔怎么申请？,如何申请特药理赔？,您好，特药理赔申请路径：1.【南京宁惠保】公众号：理赔服务—理赔申请—特药理赔；2.【我的南京】AP
理赔流程,相似问题,理赔原件可以退还吗,理赔之后发票还能要回来吗？,"理赔原件,发票退还,分割单",成功,是,否,33%,0.855,理赔原件可以退还吗,理赔时需要发票原件吗,您好，索赔后的医疗费用发票原件我们是不主动退还的，但是当您的赔付金额未达到您实际支出的医疗费用全额时
理赔流程,相似问题,理赔审核需要多长时间？,提交理赔多久能有结果？,"理赔审核,处理时间,快赔",成功,是,是,67%,0.856,理赔审核需要多长时间？,提交理赔后多久能审核完？,您好，理赔时效如下：
1. 快赔：3个工作日内完成；
2. 传统理赔：5-7个工作日内完成立案审核；
理赔流程,相似问题,理赔时需要发票原件吗,理赔需要发票吗？,"理赔材料,发票原件,电子材料",成功,是,是,100%,0.815,理赔时需要发票原件吗,理赔原件可以退还吗,您好，被保险人在扣除1.5-2万免赔后索赔金额1万元以下的上传电子材料索赔 （发票拍照前需用黑色水笔
理赔流程,相似问题,理赔未通过的原因是什么？,为什么我的理赔没通过？,"理赔失败,未通过原因,审核不通过",成功,是,否,0%,0.842,理赔未通过的原因是什么？,理赔申请被驳回的原因是什么？,理赔未通过的原因包括：1、25年入院，请去五期申请理赔；2、请补充本次住院对应的清单抬头为《南京市基
理赔流程,相似问题,理赔标准是什么？,理赔要多少钱才能赔？,"理赔标准,赔付门槛,免赔额",失败,否,否,33%,0.822,你告诉我达到多少费用就可以理赔吧？,理赔门槛是多少？超过多少费用可以申请理赔？,26年：免赔额是年度内累计的 （基础版99） ①责任一 医保范围内个人自付：免赔额 1.5万， 1.
理赔流程,相似问题,理赔申请有哪些方式？哪种方式更方便？,怎么申请理赔？有哪些方法？,"理赔方式,申请渠道,线上申请",成功,是,是,67%,0.830,理赔申请有哪些方式？哪种方式更方便？,申请理赔的方式有哪些？哪种方式更方便？,理赔申请可通过线上渠道或线下途径进行。具体方式包括：通过官方APP、微信公众号、官网等线上平台提交申
理赔流程,相似问题,理赔申请的渠道有哪些,哪里可以申请理赔？,"理赔渠道,申请路径,线上平台",失败,否,否,33%,0.821,线下理赔地址在哪里？,理赔申请的渠道有哪些,南京宁惠保线下理赔地址为南京市秦淮区长白街346号，人保财险城南分公司宁惠保5号窗口。工作人员将协助
理赔流程,相似问题,理赔申请被驳回的原因是什么？,为什么我的理赔申请没通过？,"理赔驳回,申请被拒,自费购药",失败,否,否,33%,0.847,理赔未通过的原因是什么？,理赔申请被驳回的原因是什么？,理赔未通过的原因包括：1、25年入院，请去五期申请理赔；2、请补充本次住院对应的清单抬头为《南京市基
理赔流程,相似问题,理赔立案需要多长时间？,理赔多久能处理完？,"理赔时效,立案时间,审核周期",失败,否,否,33%,0.831,理赔审核需要多长时间？,提交理赔后多久能审核完？,您好，理赔时效如下：
1. 快赔：3个工作日内完成；
2. 传统理赔：5-7个工作日内完成立案审核；
理赔流程,相似问题,理赔金额为什么按年度计算而不是按治疗周期？,理赔金额是按年算还是按次算？,"年度计算,治疗周期,免赔额累计",成功,是,否,33%,0.823,理赔金额为什么按年度计算而不是按治疗周期？,想请问下理赔的金额？,您好，宁惠保保障周期为自然年度（每年1月1日至12月31日），理赔金额按年度累计计算，不按单次治疗周
理赔流程,相似问题,理赔门槛是多少？超过多少费用可以申请理赔？,理赔要多少钱才能报？,"免赔额,门槛费,理赔标准",失败,否,否,33%,0.826,你告诉我达到多少费用就可以理赔吧？,理赔门槛是多少？超过多少费用可以申请理赔？,26年：免赔额是年度内累计的 （基础版99） ①责任一 医保范围内个人自付：免赔额 1.5万， 1.
理赔流程,相似问题,理赔需要多长时间？,提交理赔后多久能拿到钱？,"理赔时间,处理时效,多久能赔",失败,否,否,0%,0.828,提交理赔后多久能审核完？,理赔审核需要多长时间？,您好，理赔审核时间如下：
① 一般案件：5-10个工作日
② 复杂案件：可能需要15-20个工作日

理赔流程,相似问题,申请理赔的方式有哪些？哪种方式更方便？,怎么申请理赔比较方便？,"理赔方式,申请赔款,线上申请",成功,是,是,67%,0.840,申请理赔的方式有哪些？哪种方式更方便？,理赔申请有哪些方式？哪种方式更方便？,理赔方式包括线上申请和线下提交。线上申请通过官方平台或APP操作，更为便捷快速，建议优先选择线上方式
理赔流程,相似问题,立案需要多长时间？,理赔多久能处理完？,"立案时间,理赔进度,结案周期",失败,否,否,0%,0.831,理赔审核需要多长时间？,提交理赔后多久能审核完？,您好，理赔时效如下：
1. 快赔：3个工作日内完成；
2. 传统理赔：5-7个工作日内完成立案审核；
理赔流程,相似问题,线下办理理赔指导地址和时间是什么？,哪里可以线下办理理赔？,"线下理赔,办理地点,窗口地址",失败,否,否,33%,0.923,线下理赔地址在哪里？,线下办理理赔的地址和时间是什么？,南京宁惠保线下理赔地址为南京市秦淮区长白街346号，人保财险城南分公司宁惠保5号窗口。工作人员将协助
理赔流程,相似问题,线下办理理赔的地址和时间是什么？,去哪办线下理赔？,"线下理赔地址,工作时间",成功,否,是,100%,0.929,线下理赔地址在哪里？,线下办理理赔的地址和时间是什么？,南京宁惠保线下理赔地址为南京市秦淮区长白街346号，人保财险城南分公司宁惠保5号窗口。工作人员将协助
理赔流程,相似问题,线下理赔地址和工作时间是什么？,线下理赔的具体地址是什么？,"线下理赔,地址,工作时间",成功,否,是,100%,0.920,线下理赔地址在哪里？,线下理赔地址和工作时间是什么？,南京宁惠保线下理赔地址为南京市秦淮区长白街346号，人保财险城南分公司宁惠保5号窗口。工作人员将协助
理赔流程,相似问题,线下理赔地址在哪里？,线下理赔窗口设在哪儿？,线下理赔地址,成功,是,是,100%,0.922,线下理赔地址在哪里？,线下理赔网点地址和工作时间是什么？,南京宁惠保线下理赔地址为南京市秦淮区长白街346号，人保财险城南分公司宁惠保5号窗口。工作人员将协助
理赔流程,相似问题,线下理赔网点地址和工作时间是什么？,线下理赔的网点有哪些？,"线下理赔,网点地址,工作时间",成功,否,是,67%,0.883,线下理赔地址在哪里？,线下理赔网点地址和工作时间是什么？,南京宁惠保线下理赔地址为南京市秦淮区长白街346号，人保财险城南分公司宁惠保5号窗口。工作人员将协助
理赔流程,相似问题,请问门诊手术可以理赔吗,门诊做个小手术能理赔吗？,"门诊手术,理赔,日间手术",成功,是,是,67%,0.865,请问门诊手术可以理赔吗,我看保单上有门诊手术免赔额是1000元。,您好，患有如下疾病(门诊日间手术病种清单)，在医院的门诊日间手术病房进行手术，并且是按照“门诊日间手
理赔计算,相似问题,我看保单上有门诊手术免赔额是1000元。,门诊手术的免赔额是多少？,"门诊手术,免赔额,1000元",成功,是,否,33%,0.843,我看保单上有门诊手术免赔额是1000元。,那之前门诊拍片子之类的算么？,您好，患有如下疾病(门诊日间手术病种清单)，在医院的门诊日间手术病房进行手术，并且是按照“门诊日间手
理赔计算,相似问题,免赔额不是按年算吗，为什么还有免赔额,什么是免赔额？,"免赔额定义,免赔额含义,免赔额解释",失败,否,否,0%,0.803,什么是免赔额？免赔额是多少？,请问免赔额是多少,您好，免赔额是指注明属于承保范围的索赔金额中，在依据保险单申请相应的保险金前，应当由被保险人自己承担
理赔计算,相似问题,未达免赔额是什么意思,什么是免赔额？,"免赔额定义,免赔额含义,免赔额解释",失败,否,否,0%,0.803,什么是免赔额？免赔额是多少？,请问免赔额是多少,您好，免赔额是指注明属于承保范围的索赔金额中，在依据保险单申请相应的保险金前，应当由被保险人自己承担
理赔计算,相似问题,请问免赔额是多少,免赔额多少钱？,"免赔额金额,免赔额数额,自付额度",成功,是,否,0%,0.845,请问免赔额是多少,什么是免赔额？免赔额是多少？,升级保障版（150元版本）：①责任一：免赔额1.5至2万元之间赔付10%；2万元以上非既往症赔付90
理赔计算,相似问题,日间免赔只自费部分吗，我2024年跟明天俩次手术要分两次赔付吗,日间手术的免赔额怎么算？,"免赔额,自付部分,日间手术",成功,是,是,67%,0.843,日间免赔只自费部分吗，我2024年跟明天俩次手术要分两次赔付,我看保单上有门诊手术免赔额是1000元。,25年：免赔额是年度内累计的（基础版99）①责任一 医保范围内个人自付：免赔额 1.5万， 1.5万
直赔快赔,相似问题,南京鼓楼医院南部院区住院可以直赔吗？,在鼓楼医院住院可以直接理赔吗？,"南京鼓楼医院,直赔,住院理赔",成功,是,否,33%,0.844,南京鼓楼医院南部院区住院可以直赔吗？,今年还支持直赔吗？直赔医院有哪些？,理赔申请方式：方式一：住院前可进行直赔登记：适用人群，南京基本医疗保险参保人员，一年申请一次即可（或
直赔快赔,相似问题,那个直赔怎么没有报销,为什么直付没看到赔款？,"直赔,没有报销,赔付比例",成功,是,否,33%,0.888,那个直赔怎么没有报销,没出院就办了直赔，再直赔后出院之前又产生费用呢,您好，本产品赔付比例为： 基础保障版（99元版本） ①责任一：免赔额1.5万至2万元之间赔付20%；
直赔快赔,相似问题,快赔系统没带出来这一段时间的就诊记录，走的传统通道,我的免赔额是多少？超过部分怎么赔？,"免赔额,赔付比例,责任一",成功,否,是,100%,0.836,请问免赔额是多少,什么是免赔额？免赔额是多少？,升级保障版（150元版本）：①责任一：免赔额1.5至2万元之间赔付10%；2万元以上非既往症赔付90
直赔快赔,相似问题,直赔登记怎么登记,怎么办理直赔登记？,"直赔登记,如何登记,南京宁惠保",成功,是,是,67%,0.789,直赔登记怎么登记,那个直赔怎么没有报销,直赔登记：需要提前在“南京宁惠保”公众号进行直赔登记并通过审核，（3个工作日内完成对登记信息的审核）
费用说明,相似问题,宁惠保的免赔额是如何计算的？,免赔额怎么算？,"免赔额计算,免赔额算方法,免赔额如何算",失败,否,否,0%,0.820,请问免赔额是多少,宁惠保的免赔额是如何计算的？,升级保障版（150元版本）：①责任一：免赔额1.5至2万元之间赔付10%；2万元以上非既往症赔付90
退保流程,相似问题,如何办理退保手续？,怎么退掉这个保险？,"退保,取消保险,退款流程",成功,是,否,33%,0.832,如何办理退保手续？,已经划扣，需要取消，如何操作退费?,如需退保，请提供被保人的身份证号，并根据客服要求补充相关材料，如4.16的清单最后一页及5.10金额
退保流程,相似问题,取消自动续保这个,怎么取消自动续保功能？,"取消自动续保,退保,关闭续保",失败,否,否,33%,0.894,如何取消自动续保,这个自动续保我都不知道怎么就自动续保了？能取消订单吗,取消自动续保：①【我的南京APP】或微信服务号【南京宁惠保】“个人中心”--“我的保单”页面找到需要
