测试类型,标准问题,测试问题,关键词,关键词命中率,数字匹配率,准确,响应时间
合成问题,本产品既往症具体有哪些？ + 手术费用是否可以理赔,本产品既往症具体有哪些，另外手术费用是否可以理赔,"既往症有哪些,老毛病范围,手术费理赔",0%,100%,是,82ms
合成问题,手术费用是否可以理赔 + 宁惠保理赔中哪些情况符合药房购药的,手术费用是否可以理赔，另外宁惠保理赔中哪些情况符合药房购药的,"手术费理赔,宁惠保,药房购药",0%,100%,是,50ms
合成问题,宁惠保理赔中哪些情况符合药房购药的理赔条件？ + 住院费用是,宁惠保理赔中哪些情况符合药房购药的理赔条件，另外住院费用是否,"宁惠保,药房购药,住院费用",0%,100%,是,79ms
合成问题,住院费用是否可以报销？如何申请？ + 进口药、自费药可以报销,住院费用是否可以报销如何申请，另外进口药、自费药可以报销吗,"住院费用,是否可以报销,进口药",0%,100%,是,50ms
合成问题,进口药、自费药可以报销吗 + 如何申请特药理赔？,进口药、自费药可以报销吗，另外如何申请特药理赔,"进口药,自费药,特药理赔",0%,100%,是,82ms
合成问题,如何申请特药理赔？ + 普通门诊费用是否可以报销？,如何申请特药理赔，另外普通门诊费用是否可以报销,"特药理赔,特效药,普通门诊",0%,100%,是,68ms
合成问题,普通门诊费用是否可以报销？ + 什么情况下可以申请宁惠保理赔,普通门诊费用是否可以报销，另外什么情况下可以申请宁惠保理赔,"普通门诊,门诊费用,宁惠保理赔",0%,100%,是,80ms
合成问题,什么情况下可以申请宁惠保理赔？ + 这款产品可以重复报销吗？,什么情况下可以申请宁惠保理赔，另外这款产品可以重复报销吗,"宁惠保理赔,申请条件,重复报销",0%,100%,是,81ms
合成问题,这款产品可以重复报销吗？ + 南京宁惠保六期有哪些保障和优惠,这款产品可以重复报销吗，另外南京宁惠保六期有哪些保障和优惠政,"重复报销,多份无效,宁惠保六期保障",0%,100%,是,67ms
合成问题,南京宁惠保六期有哪些保障和优惠政策？ + 门诊日间手术包含哪,南京宁惠保六期有哪些保障和优惠政策，另外门诊日间手术包含哪些,"宁惠保六期保障,宁惠保内容,门诊",0%,100%,是,83ms
合成问题,门诊日间手术包含哪些内容？ + 门诊日间手术可以理赔吗？有哪,门诊日间手术包含哪些内容，另外门诊日间手术可以理赔吗有哪些病,"门诊,报销,日间手术",0%,100%,是,50ms
合成问题,门诊日间手术可以理赔吗？有哪些病种？ + 狂犬疫苗费用是否可,门诊日间手术可以理赔吗有哪些病种，另外狂犬疫苗费用是否可以报,"日间手术,理赔,狂犬疫苗",0%,100%,是,83ms
合成问题,狂犬疫苗费用是否可以报销 + 宁惠保理赔范围包括哪些类型费用,狂犬疫苗费用是否可以报销，另外宁惠保理赔范围包括哪些类型费用,"狂犬疫苗,报销,宁惠保",0%,100%,是,65ms
合成问题,宁惠保理赔范围包括哪些类型费用？ + 门特和门诊大病是什么？,宁惠保理赔范围包括哪些类型费用，另外门特和门诊大病是什么怎么,"宁惠保,理赔范围,门特",0%,100%,是,66ms
合成问题,门特和门诊大病是什么？怎么办理？ + “南京宁惠保”六期不能,门特和门诊大病是什么怎么办理，另外“南京宁惠保”六期不能报销,"门特,门诊大病,南京宁惠保",0%,100%,是,68ms
合成问题,“南京宁惠保”六期不能报销什么病种？ + 哪些情况不赔付？除,“南京宁惠保”六期不能报销什么病种，另外哪些情况不赔付除外责,"南京宁惠保,六期,不赔付",0%,100%,是,79ms
合成问题,哪些情况不赔付？除外责任是什么？ + 哪里可以查询医保定点医,哪些情况不赔付除外责任是什么，另外哪里可以查询医保定点医院,"不赔付,除外责任,医保",0%,100%,是,81ms
合成问题,哪里可以查询医保定点医院？ + 意外可以赔付吗？,哪里可以查询医保定点医院，另外意外可以赔付吗,"医保,定点医院,意外",0%,100%,是,66ms
合成问题,意外可以赔付吗？ + 急诊费用是否可以报销？,意外可以赔付吗，另外急诊费用是否可以报销,"意外,赔付,急诊报销",0%,100%,是,81ms
合成问题,急诊费用是否可以报销？ + 门诊看病是否可以报销,急诊费用是否可以报销，另外门诊看病是否可以报销,"急诊报销,门诊费用,门诊看病",0%,100%,是,81ms
合成问题,门诊看病是否可以报销 + 什么是责任一、责任二、责任三？各保,门诊看病是否可以报销，另外什么是责任一、责任二、责任三各保障,"门诊看病,报销,责任一",0%,0%,是,65ms
合成问题,什么是责任一、责任二、责任三？各保障什么？ + 甲状腺手术费,什么是责任一、责任二、责任三各保障什么，另外甲状腺手术费用是,"责任一,责任二,甲状腺手术",0%,0%,是,65ms
合成问题,甲状腺手术费用是否可以报销 + 那之前门诊拍片子之类的算么？,甲状腺手术费用是否可以报销，另外那之前门诊拍片子之类的算么,"甲状腺手术,报销,门诊",0%,0%,是,81ms
合成问题,那之前门诊拍片子之类的算么？ + 生孩子的费用能报销吗？,那之前门诊拍片子之类的算么，另外生孩子的费用能报销吗,"门诊,免赔额,生育费用",0%,0%,是,80ms
合成问题,生孩子的费用能报销吗？ + 双通道门诊用药如何报销,生孩子的费用能报销吗，另外双通道门诊用药如何报销,"生育费用,生孩子报销,双通道",0%,100%,是,81ms
合成问题,双通道门诊用药如何报销 + 门诊检查费用是否可以报销？,双通道门诊用药如何报销，另外门诊检查费用是否可以报销,"双通道,门诊用药,门诊检查",0%,100%,是,80ms
合成问题,门诊检查费用是否可以报销？ + 这款产品免除责任内容在哪里查,门诊检查费用是否可以报销，另外这款产品免除责任内容在哪里查看,"门诊检查,报销,免除责任",0%,100%,是,66ms
合成问题,这款产品免除责任内容在哪里查看？ + 宁惠保理赔范围是什么？,这款产品免除责任内容在哪里查看，另外宁惠保理赔范围是什么,"免除责任,免责内容,宁惠保",0%,100%,是,66ms
合成问题,宁惠保理赔范围是什么？ + 种植牙是否可以报销,宁惠保理赔范围是什么，另外种植牙是否可以报销,"宁惠保,理赔范围,种植牙",0%,100%,是,67ms
合成问题,种植牙是否可以报销 + 宁惠保的理赔范围包括哪些类型费用？,种植牙是否可以报销，另外宁惠保的理赔范围包括哪些类型费用,"种植牙,报销范围,宁惠保",0%,100%,是,80ms
合成问题,宁惠保的理赔范围包括哪些类型费用？ + 宁惠保是否包含意外险,宁惠保的理赔范围包括哪些类型费用，另外宁惠保是否包含意外险,"宁惠保,理赔范围,意外险",0%,0%,是,81ms
合成问题,宁惠保是否包含意外险 + 住院手术费用是否可以报销,宁惠保是否包含意外险，另外住院手术费用是否可以报销,"意外险,主险,住院手术",0%,0%,是,79ms
合成问题,住院手术费用是否可以报销 + 住院报销需要哪些材料？,住院手术费用是否可以报销，另外住院报销需要哪些材料,"住院手术,门诊大病,住院",0%,100%,是,83ms
合成问题,住院报销需要哪些材料？ + 这款产品保障范围是什么？,住院报销需要哪些材料，另外这款产品保障范围是什么,"住院,报销,保障范围",0%,0%,是,65ms
合成问题,这款产品保障范围是什么？ + 门诊费用是否可以报销？,这款产品保障范围是什么，另外门诊费用是否可以报销,"保障范围,保什么,门诊费用",0%,0%,是,64ms
合成问题,门诊费用是否可以报销？ + 南京宁惠保是否覆盖门诊治疗？,门诊费用是否可以报销，另外南京宁惠保是否覆盖门诊治疗,"门诊费用,报销,南京宁惠保",0%,0%,是,51ms
合成问题,南京宁惠保是否覆盖门诊治疗？ + 中草药费用报销吗？,南京宁惠保是否覆盖门诊治疗，另外中草药费用报销吗,"南京宁惠保,门诊治疗,中草药",0%,0%,是,80ms
合成问题,中草药费用报销吗？ + 其他城市什么时候上线？,中草药费用报销吗，另外其他城市什么时候上线,"中草药,费用,上线时间",0%,100%,是,64ms
合成问题,其他城市什么时候上线？ + 当地医保局电话多少？,其他城市什么时候上线，另外当地医保局电话多少,"上线时间,城市覆盖,医保局电话",0%,100%,是,65ms
合成问题,当地医保局电话多少？ + 如何处理已投保但单位已为其办理团险,当地医保局电话多少，另外如何处理已投保但单位已为其办理团险的,"医保局电话,当地医保咨询,团险重复",0%,100%,是,65ms
合成问题,如何处理已投保但单位已为其办理团险的情况？ + 理赔金额是如,如何处理已投保但单位已为其办理团险的情况，另外理赔金额是如何,"团险重复,单位已参保,理赔金额",0%,100%,是,54ms
合成问题,理赔金额是如何计算的？ + 如何申请南京宁惠保医疗理赔？,理赔金额是如何计算的，另外如何申请南京宁惠保医疗理赔,"理赔金额,计算方式,理赔申请",0%,100%,是,83ms
合成问题,如何申请南京宁惠保医疗理赔？ + 如有问题，去哪儿咨询？,如何申请南京宁惠保医疗理赔，另外如有问题，去哪儿咨询,"理赔申请,医疗理赔,咨询",0%,100%,是,67ms
合成问题,如有问题，去哪儿咨询？ + 人工客服服务时间是多少？,如有问题，去哪儿咨询，另外人工客服服务时间是多少,"咨询,客服,客服时间",0%,100%,是,66ms
合成问题,人工客服服务时间是多少？ + 人工客服电话是多少？,人工客服服务时间是多少，另外人工客服电话是多少,"客服时间,服务时间,客服电话",0%,100%,是,65ms
合成问题,人工客服电话是多少？ + 这是我投保人的电话,人工客服电话是多少，另外这是我投保人的电话,"客服电话,联系电话,投保人电话",0%,0%,是,80ms
合成问题,这是我投保人的电话 + 你好，请问投保的五期和六期有什么差别,这是我投保人的电话，另外你好，请问投保的五期和六期有什么差别,"投保人电话,联系方式,投保",0%,0%,是,50ms
合成问题,你好，请问投保的五期和六期有什么差别 + 如何重复参保南京宁,你好，请问投保的五期和六期有什么差别，另外如何重复参保南京宁,"投保,五期,重复参保",0%,0%,是,65ms
合成问题,如何重复参保南京宁惠保？ + 怎么查询别人是购买的是99还是,如何重复参保南京宁惠保，另外怎么查询别人是购买的是99还是1,"重复参保,再次投保,查询版本",0%,0%,是,82ms
合成问题,怎么查询别人是购买的是99还是150 + 在哪里查询投保须知,怎么查询别人是购买的是99还是150，另外在哪里查询投保须知,"查询版本,99元,投保渠道",0%,0%,是,82ms
合成问题,在哪里查询投保须知？ + 我想取消自动投保,在哪里查询投保须知，另外我想取消自动投保,"投保渠道,购买方式,取消自动投保",0%,100%,是,63ms
合成问题,我想取消自动投保 + 后投保后多次时间生效,我想取消自动投保，另外后投保后多次时间生效,"取消自动投保,退保,多次投保生效规则",0%,0%,是,65ms
合成问题,后投保后多次时间生效 + 还有既往症是不是只能报销百分之30,后投保后多次时间生效，另外还有既往症是不是只能报销百分之30,"多次投保生效规则,既往症,赔付比例",0%,0%,是,66ms
合成问题,还有既往症是不是只能报销百分之30 + 怎么判断既往症？,还有既往症是不是只能报销百分之30，另外怎么判断既往症,"既往症,赔付比例,判断既往症",0%,0%,是,82ms
合成问题,怎么判断既往症？ + 既往症怎么认定的,怎么判断既往症，另外既往症怎么认定的,"判断既往症,老毛病定义,既往症认定",0%,0%,是,82ms
合成问题,既往症怎么认定的 + 既往症是什么意思,既往症怎么认定的，另外既往症是什么意思,"既往症认定,老毛病处理,既往症",0%,0%,是,67ms
合成问题,既往症是什么意思 + 对于既往症是什么政策啊,既往症是什么意思，另外对于既往症是什么政策啊,"既往症,老毛病,既往症",0%,0%,是,64ms
合成问题,对于既往症是什么政策啊 + 参保所需证件类型指的是什么,对于既往症是什么政策啊，另外参保所需证件类型指的是什么,"既往症,老毛病,证件类型",0%,0%,是,79ms
合成问题,参保所需证件类型指的是什么 + 保险人是指什么？,参保所需证件类型指的是什么，另外保险人是指什么,"证件类型,身份证,保险人",0%,100%,是,51ms
合成问题,保险人是指什么？ + 投保人、被保险人分别指什么？,保险人是指什么，另外投保人、被保险人分别指什么,"保险人,承保人,投保人",0%,100%,是,81ms
合成问题,投保人、被保险人分别指什么？ + 什么是社会基本医疗保险,投保人、被保险人分别指什么，另外什么是社会基本医疗保险,"投保人,被保险人,社会基本医疗保险",0%,100%,是,81ms
合成问题,什么是社会基本医疗保险 + 什么是医保身份？,什么是社会基本医疗保险，另外什么是医保身份,"社会基本医疗保险,医保,医保身份",0%,100%,是,82ms
合成问题,什么是医保身份？ + 什么是社会保险定点医院？,什么是医保身份，另外什么是社会保险定点医院,"医保身份,社保身份,定点医院",0%,100%,是,80ms
合成问题,什么是社会保险定点医院？ + 什么叫必需且合理的医疗费用？,什么是社会保险定点医院，另外什么叫必需且合理的医疗费用,"定点医院,医保医院,必需且合理",0%,100%,是,65ms
合成问题,什么叫必需且合理的医疗费用？ + 南京门诊大病指哪些病？,什么叫必需且合理的医疗费用，另外南京门诊大病指哪些病,"必需且合理,医疗费用,南京门诊大病",0%,100%,是,82ms
合成问题,南京门诊大病指哪些病？ + 什么是个人自付和个人自费？,南京门诊大病指哪些病，另外什么是个人自付和个人自费,"南京门诊大病,病种范围,个人自付",0%,100%,是,83ms
合成问题,什么是个人自付和个人自费？ + 什么是既往症？既往症包括哪些,什么是个人自付和个人自费，另外什么是既往症既往症包括哪些疾病,"个人自付,个人自费,既往症",0%,100%,是,50ms
合成问题,什么是既往症？既往症包括哪些疾病？ + 什么是门诊大病？,什么是既往症既往症包括哪些疾病，另外什么是门诊大病,"既往症,老毛病,门诊大病",0%,100%,是,64ms
合成问题,什么是门诊大病？ + 什么是商业保险？,什么是门诊大病，另外什么是商业保险,"门诊大病,特殊疾病门诊,商业保险",0%,100%,是,67ms
合成问题,什么是商业保险？ + 医疗费用发票原件丢失了怎么办？,什么是商业保险，另外医疗费用发票原件丢失了怎么办,"商业保险,商业险,发票丢失",0%,100%,是,81ms
合成问题,医疗费用发票原件丢失了怎么办？ + 如果是不在医保内的药品，,医疗费用发票原件丢失了怎么办，另外如果是不在医保内的药品，就,"发票丢失,医疗发票丢了,医保外药品",0%,0%,是,50ms
合成问题,如果是不在医保内的药品，就没有包括在责任二里面？ + 阿来替,如果是不在医保内的药品，就没有包括在责任二里面，另外阿来替尼,"医保外药品,责任二,阿来替尼",0%,0%,是,65ms
合成问题,阿来替尼是特药吗 + 老人已经去世了，还有药品的报销。这怎么,阿来替尼是特药吗，另外老人已经去世了，还有药品的报销。这怎么,"阿来替尼,特药,去世",0%,0%,是,80ms
合成问题,老人已经去世了，还有药品的报销。这怎么操作？没办法委托 + ,老人已经去世了，还有药品的报销。这怎么操作没办法委托，另外那,"去世,报销,医保外",0%,0%,是,79ms
合成问题,那个医保外报销的指的就是特药报销？ + 能帮我查下格列卫在特,那个医保外报销的指的就是特药报销，另外能帮我查下格列卫在特药,"医保外,特药,格列卫",0%,0%,是,50ms
合成问题,能帮我查下格列卫在特药范围内吗？ + 特药直送需要什么材料？,能帮我查下格列卫在特药范围内吗，另外特药直送需要什么材料,"格列卫,特药,特药直送",0%,100%,是,64ms
合成问题,特药直送需要什么材料？ + 报销需要哪些材料？,特药直送需要什么材料，另外报销需要哪些材料,"特药直送,购药前,报销材料",0%,100%,是,64ms
合成问题,报销需要哪些材料？ + 理赔需要哪些资料？,报销需要哪些材料，另外理赔需要哪些资料,"报销材料,理赔资料,理赔材料",0%,100%,是,83ms
合成问题,理赔需要哪些资料？ + 异地就医需要提供哪些材料？,理赔需要哪些资料，另外异地就医需要提供哪些材料,"理赔材料,所需资料,异地就医材料",0%,100%,是,63ms
合成问题,异地就医需要提供哪些材料？ + 没出院就办了直赔，再直赔后出,异地就医需要提供哪些材料，另外没出院就办了直赔，再直赔后出院,"异地就医材料,所需资料,直赔",0%,0%,是,66ms
合成问题,没出院就办了直赔，再直赔后出院之前又产生费用呢 + 理赔需要,没出院就办了直赔，再直赔后出院之前又产生费用呢，另外理赔需要,"直赔,未出院,理赔资料",0%,0%,是,80ms
合成问题,理赔需要提供哪些资料？ + 住院材料需要哪些？,理赔需要提供哪些资料，另外住院材料需要哪些,"理赔资料,申请材料,住院",0%,100%,是,65ms
合成问题,住院材料需要哪些？ + 理赔只需要银行卡号就可以吗？还需要什,住院材料需要哪些，另外理赔只需要银行卡号就可以吗还需要什么,"住院,所需材料,理赔材料",0%,100%,是,68ms
合成问题,理赔只需要银行卡号就可以吗？还需要什么？ + 特药事后理赔需,理赔只需要银行卡号就可以吗还需要什么，另外特药事后理赔需要什,"理赔材料,银行卡号,特药",0%,100%,是,52ms
合成问题,特药事后理赔需要什么材料？ + 理赔申请需要哪些材料？,特药事后理赔需要什么材料，另外理赔申请需要哪些材料,"特药,事后理赔,理赔材料",0%,100%,是,69ms
合成问题,理赔申请需要哪些材料？ + 什么是直赔和快赔？有什么区别？,理赔申请需要哪些材料，另外什么是直赔和快赔有什么区别,"理赔材料,所需资料,直赔",0%,100%,是,81ms
合成问题,什么是直赔和快赔？有什么区别？ + 如何进行南京宁惠保的理赔,什么是直赔和快赔有什么区别，另外如何进行南京宁惠保的理赔操作,"直赔,快赔,理赔",0%,100%,是,65ms
合成问题,如何进行南京宁惠保的理赔操作？ + 指定医院有哪些？,如何进行南京宁惠保的理赔操作，另外指定医院有哪些,"理赔,报销,指定医院",0%,100%,是,67ms
合成问题,指定医院有哪些？ + 线下理赔网点地址和工作时间是什么？,指定医院有哪些，另外线下理赔网点地址和工作时间是什么,"指定医院,定点医疗机构,线下理赔",0%,100%,是,80ms
合成问题,线下理赔网点地址和工作时间是什么？ + 如何进行理赔？,线下理赔网点地址和工作时间是什么，另外如何进行理赔,"线下理赔,网点地址,理赔",0%,100%,是,79ms
合成问题,如何进行理赔？ + 理赔时需要发票原件吗,如何进行理赔，另外理赔时需要发票原件吗,"理赔,操作,理赔材料",0%,0%,是,81ms
合成问题,理赔时需要发票原件吗 + 如何进行理赔申请？,理赔时需要发票原件吗，另外如何进行理赔申请,"理赔材料,发票原件,理赔申请",0%,0%,是,81ms
合成问题,如何进行理赔申请？ + 理赔原件可以退还吗,如何进行理赔申请，另外理赔原件可以退还吗,"理赔申请,怎么申请,理赔原件",0%,100%,是,66ms
合成问题,理赔原件可以退还吗 + 理赔标准是什么？,理赔原件可以退还吗，另外理赔标准是什么,"理赔原件,发票退还,理赔标准",0%,0%,是,68ms
合成问题,理赔标准是什么？ + 你告诉我达到多少费用就可以理赔吧？,理赔标准是什么，另外你告诉我达到多少费用就可以理赔吧,"理赔标准,赔付门槛,理赔起付线",0%,0%,是,65ms
合成问题,你告诉我达到多少费用就可以理赔吧？ + 医保报销后个人自付和,你告诉我达到多少费用就可以理赔吧，另外医保报销后个人自付和自,"理赔起付线,免赔额标准,医保报销后",0%,0%,是,67ms
合成问题,医保报销后个人自付和自费费用如何赔付？ + 今年还支持直赔吗,医保报销后个人自付和自费费用如何赔付，另外今年还支持直赔吗直,"医保报销后,个人自付,直赔",0%,0%,是,80ms
合成问题,今年还支持直赔吗？直赔医院有哪些？ + 理赔申请有哪些方式？,今年还支持直赔吗直赔医院有哪些，另外理赔申请有哪些方式哪种方,"直赔,直赔医院,理赔方式",0%,100%,是,65ms
合成问题,理赔申请有哪些方式？哪种方式更方便？ + 如何办理宁惠保理赔,理赔申请有哪些方式哪种方式更方便，另外如何办理宁惠保理赔,"理赔方式,申请渠道,理赔流程",0%,100%,是,50ms
合成问题,如何办理宁惠保理赔？ + 理赔申请的渠道有哪些,如何办理宁惠保理赔，另外理赔申请的渠道有哪些,"理赔流程,报销材料,理赔渠道",0%,100%,是,65ms
合成问题,理赔申请的渠道有哪些 + 没有到医保报销可以直接申请理赔吗？,理赔申请的渠道有哪些，另外没有到医保报销可以直接申请理赔吗,"理赔渠道,申请路径,医保报销",0%,100%,是,82ms
合成问题,没有到医保报销可以直接申请理赔吗？ + 异地就医包括哪些人员,没有到医保报销可以直接申请理赔吗，另外异地就医包括哪些人员,"医保报销,直接理赔,异地就医",0%,100%,是,52ms
合成问题,异地就医包括哪些人员？ + 南京宁惠保线下理赔地址在哪里？,异地就医包括哪些人员，另外南京宁惠保线下理赔地址在哪里,"异地就医,人员范围,南京宁惠保",0%,100%,是,65ms
合成问题,南京宁惠保线下理赔地址在哪里？ + 宁惠保六期理赔时间是什么,南京宁惠保线下理赔地址在哪里，另外宁惠保六期理赔时间是什么时,"南京宁惠保,理赔地址,理赔时间",0%,0%,是,65ms
合成问题,宁惠保六期理赔时间是什么时候？ + 2026年的理赔在快速理,宁惠保六期理赔时间是什么时候，另外2026年的理赔在快速理赔,"理赔时间,通道开启,理赔",0%,0%,是,52ms
合成问题,2026年的理赔在快速理赔里查不到怎么办？ + 参保地变更能,2026年的理赔在快速理赔里查不到怎么办，另外参保地变更能赔,"理赔,查询不到,变更参保地",0%,0%,是,81ms
合成问题,参保地变更能赔付吗？ + 请问门诊手术可以理赔吗,参保地变更能赔付吗，另外请问门诊手术可以理赔吗,"变更参保地,赔付,门诊手术",0%,100%,是,66ms
合成问题,请问门诊手术可以理赔吗 + 宁惠保的理赔条件是什么？,请问门诊手术可以理赔吗，另外宁惠保的理赔条件是什么,"门诊手术,理赔,宁惠保",0%,100%,是,66ms
合成问题,宁惠保的理赔条件是什么？ + 传统理赔需要提交哪些材料？,宁惠保的理赔条件是什么，另外传统理赔需要提交哪些材料,"宁惠保,理赔条件,理赔材料",0%,100%,是,66ms
合成问题,传统理赔需要提交哪些材料？ + 提交理赔后多久能审核完？,传统理赔需要提交哪些材料，另外提交理赔后多久能审核完,"理赔材料,住院发票,理赔时间",0%,100%,是,65ms
合成问题,提交理赔后多久能审核完？ + 如何进行线下理赔？,提交理赔后多久能审核完，另外如何进行线下理赔,"理赔时间,审核周期,线下理赔",0%,100%,是,35ms
合成问题,如何进行线下理赔？ + 异地就医结算单是什么？,如何进行线下理赔，另外异地就医结算单是什么,"线下理赔,现场办理,异地就医结算单",0%,100%,是,64ms
合成问题,异地就医结算单是什么？ + 立案需要多长时间？,异地就医结算单是什么，另外立案需要多长时间,"异地就医结算单,结算单据,立案时间",0%,100%,是,80ms
合成问题,立案需要多长时间？ + 我理赔资料填写不符吗,立案需要多长时间，另外我理赔资料填写不符吗,"立案时间,理赔进度,理赔资料不符",0%,0%,是,66ms
合成问题,我理赔资料填写不符吗 + 想请问下理赔的金额？,我理赔资料填写不符吗，另外想请问下理赔的金额,"理赔资料不符,材料错误,理赔金额",0%,0%,是,81ms
合成问题,想请问下理赔的金额？ + 理赔金额为什么按年度计算而不是按治,想请问下理赔的金额，另外理赔金额为什么按年度计算而不是按治疗,"理赔金额,赔付比例,年度计算",0%,0%,是,55ms
合成问题,理赔金额为什么按年度计算而不是按治疗周期？ + 有理赔次数限,理赔金额为什么按年度计算而不是按治疗周期，另外有理赔次数限制,"年度计算,治疗周期,理赔次数限制",0%,0%,是,52ms
合成问题,有理赔次数限制吗？ + 医保结算单是什么？,有理赔次数限制吗，另外医保结算单是什么,"理赔次数限制,赔付次数,医保结算单",0%,100%,是,64ms
合成问题,医保结算单是什么？ + 出院后。理赔是这样吗？,医保结算单是什么，另外出院后。理赔是这样吗,"医保结算单,医保单据,出院后理赔",0%,100%,是,66ms
合成问题,出院后。理赔是这样吗？ + 申请理赔的方式有哪些？哪种方式更,出院后。理赔是这样吗，另外申请理赔的方式有哪些哪种方式更方便,"出院后理赔,理赔流程,理赔方式",0%,100%,是,65ms
合成问题,申请理赔的方式有哪些？哪种方式更方便？ + 如何查询理赔进度,申请理赔的方式有哪些哪种方式更方便，另外如何查询理赔进度,"理赔方式,申请赔款,理赔进度",0%,100%,是,81ms
合成问题,如何查询理赔进度？ + 线下理赔地址和工作时间是什么？,如何查询理赔进度，另外线下理赔地址和工作时间是什么,"理赔进度,查询状态,线下理赔",0%,100%,是,49ms
合成问题,线下理赔地址和工作时间是什么？ + 线下理赔地址在哪里？,线下理赔地址和工作时间是什么，另外线下理赔地址在哪里,"线下理赔,地址,线下理赔地址",0%,100%,是,69ms
合成问题,线下理赔地址在哪里？ + 理赔立案需要多长时间？,线下理赔地址在哪里，另外理赔立案需要多长时间,"线下理赔地址,理赔时效,立案时间",0%,100%,是,54ms
合成问题,理赔立案需要多长时间？ + 身份证件过期后可以申请理赔吗,理赔立案需要多长时间，另外身份证件过期后可以申请理赔吗,"理赔时效,立案时间,理赔",0%,100%,是,66ms
合成问题,身份证件过期后可以申请理赔吗 + 异地就医是否可以理赔？,身份证件过期后可以申请理赔吗，另外异地就医是否可以理赔,"理赔,证件过期,异地就医",0%,100%,是,66ms
合成问题,异地就医是否可以理赔？ + 如何申请宁惠保理赔？,异地就医是否可以理赔，另外如何申请宁惠保理赔,"异地就医,理赔,宁惠保理赔",0%,0%,是,82ms
合成问题,如何申请宁惠保理赔？ + 理赔未通过的原因是什么？,如何申请宁惠保理赔，另外理赔未通过的原因是什么,"宁惠保理赔,申请,理赔失败",0%,0%,是,80ms
合成问题,理赔未通过的原因是什么？ + 怎么办理异地就医备案手续？,理赔未通过的原因是什么，另外怎么办理异地就医备案手续,"理赔失败,未通过原因,异地就医备案",0%,0%,是,68ms
合成问题,怎么办理异地就医备案手续？ + 医院等级在哪里查看？,怎么办理异地就医备案手续，另外医院等级在哪里查看,"异地就医备案,异地就医手续,医院等级查询",0%,100%,是,83ms
合成问题,医院等级在哪里查看？ + 线下办理理赔指导地址和时间是什么？,医院等级在哪里查看，另外线下办理理赔指导地址和时间是什么,"医院等级查询,医疗机构等级,线下理赔",0%,100%,是,64ms
合成问题,线下办理理赔指导地址和时间是什么？ + 理赔审核需要多长时间,线下办理理赔指导地址和时间是什么，另外理赔审核需要多长时间,"线下理赔,办理地点,理赔审核",0%,100%,是,80ms
合成问题,理赔审核需要多长时间？ + 在哪里查询理赔须知？,理赔审核需要多长时间，另外在哪里查询理赔须知,"理赔审核,处理时间,理赔须知",0%,100%,是,51ms
合成问题,在哪里查询理赔须知？ + 理赔申请被驳回的原因是什么？,在哪里查询理赔须知，另外理赔申请被驳回的原因是什么,"理赔须知,报销说明,理赔驳回",0%,100%,是,67ms
合成问题,理赔申请被驳回的原因是什么？ + 理赔需要多长时间？,理赔申请被驳回的原因是什么，另外理赔需要多长时间,"理赔驳回,申请被拒,理赔时间",0%,100%,是,82ms
合成问题,理赔需要多长时间？ + 如何申请理赔？理赔流程是什么？,理赔需要多长时间，另外如何申请理赔理赔流程是什么,"理赔时间,处理时效,理赔",0%,100%,是,65ms
合成问题,如何申请理赔？理赔流程是什么？ + 线下办理理赔的地址和时间,如何申请理赔理赔流程是什么，另外线下办理理赔的地址和时间是什,"理赔,流程,线下理赔地址",0%,100%,是,66ms
合成问题,线下办理理赔的地址和时间是什么？ + 理赔门槛是多少？超过多,线下办理理赔的地址和时间是什么，另外理赔门槛是多少超过多少费,"线下理赔地址,工作时间,免赔额",0%,0%,是,48ms
合成问题,理赔门槛是多少？超过多少费用可以申请理赔？ + 住院手术需要,理赔门槛是多少超过多少费用可以申请理赔，另外住院手术需要装起,"免赔额,门槛费,起搏器",0%,0%,是,80ms
合成问题,住院手术需要装起搏器，怎么申请理赔？ + 特药理赔怎么申请？,住院手术需要装起搏器，怎么申请理赔，另外特药理赔怎么申请,"起搏器,住院理赔,特药",0%,100%,是,81ms
合成问题,特药理赔怎么申请？ + 可以为他人进行理赔报案吗？,特药理赔怎么申请，另外可以为他人进行理赔报案吗,"特药,理赔流程,他人理赔",0%,100%,是,80ms
合成问题,可以为他人进行理赔报案吗？ + 免赔额不是按年算吗，为什么还,可以为他人进行理赔报案吗，另外免赔额不是按年算吗，为什么还有,"他人理赔,代报案,免赔额定义",0%,0%,是,66ms
合成问题,免赔额不是按年算吗，为什么还有免赔额 + 日间免赔只自费部分,免赔额不是按年算吗，为什么还有免赔额，另外日间免赔只自费部分,"免赔额定义,免赔额含义,免赔额",0%,0%,是,80ms
合成问题,日间免赔只自费部分吗，我2024年跟明天俩次手术要分两次赔付,日间免赔只自费部分吗，我2024年跟明天俩次手术要分两次赔付,"免赔额,自付部分,免赔额定义",0%,0%,是,64ms
合成问题,未达免赔额是什么意思 + 请问免赔额是多少,未达免赔额是什么意思，另外请问免赔额是多少,"免赔额定义,免赔额含义,免赔额金额",0%,0%,是,65ms
合成问题,请问免赔额是多少 + 我看保单上有门诊手术免赔额是1000元,请问免赔额是多少，另外我看保单上有门诊手术免赔额是1000元,"免赔额金额,免赔额数额,门诊手术",0%,0%,是,50ms
